p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
1.39E-24	0.179972801257784	0.103	0.044	4.56E-20	Basal Cells	MICALL1
1.86E-29	0.179587433515557	0.312	0.211	6.1E-25	Basal Cells	NDUFV1
1.68E-76	0.179549106772803	0.103	0.019	5.52E-72	Basal Cells	TMEM132A
2.41E-40	0.179504778937404	0.341	0.232	7.91E-36	Basal Cells	SLC25A5
6.89E-34	0.179322331055446	0.171	0.083	2.27E-29	Basal Cells	PRRC2A
6.31E-21	0.179318285122908	0.135	0.074	2.07E-16	Basal Cells	TMEM109
1.53E-32	0.179279537821357	0.244	0.148	5.02E-28	Basal Cells	SEPHS2
2.76E-33	0.179273976266265	0.486	0.348	9.09E-29	Basal Cells	SCAF11
3.28E-32	0.17914675333043	0.501	0.36	1.08E-27	Basal Cells	SEC62
4.22E-36	0.179011539053362	0.137	0.058	1.39E-31	Basal Cells	HACD2
1.23E-44	0.17894193892246	0.221	0.112	4.03E-40	Basal Cells	HMGA1
6.72E-39	0.178610854908845	0.308	0.192	2.21E-34	Basal Cells	RTF1
7.88E-42	0.178582880763461	0.12	0.044	2.59E-37	Basal Cells	ITPR2
1.3E-33	0.178494810732509	0.362	0.244	4.27E-29	Basal Cells	ZNF207
1.29E-28	0.178425636436489	0.208	0.118	4.23E-24	Basal Cells	DAZAP1
6.01E-41	0.178081968082348	0.158	0.069	1.98E-36	Basal Cells	RPS3A
1.56E-19	0.178013619250198	0.27	0.182	5.11E-15	Basal Cells	ST5
1.28E-16	0.17800314991351	0.177	0.109	4.22E-12	Basal Cells	LTN1
7.44E-69	0.178000945814292	0.208	0.084	2.45E-64	Basal Cells	RNF152
3.36E-24	0.177915901404212	0.135	0.067	1.1E-19	Basal Cells	BRPF3
3.03E-18	0.177883729889074	0.277	0.189	9.96E-14	Basal Cells	DDX1
8.3E-22	0.177852572047463	0.108	0.05	2.73E-17	Basal Cells	ZNF195
1.7E-23	0.177512656813166	0.292	0.197	5.59E-19	Basal Cells	RANBP2
2.08E-15	0.177426131064702	0.171	0.109	6.84E-11	Basal Cells	ESRP2
9.81E-55	0.177164715750691	0.606	0.429	3.22E-50	Basal Cells	EIF4G2
3.51E-21	0.177077510124735	0.27	0.182	1.15E-16	Basal Cells	CNN3
1.03E-18	0.177006009077804	0.105	0.05	3.38E-14	Basal Cells	TRMT13
6.57E-31	0.176988309702189	0.292	0.187	2.16E-26	Basal Cells	MDK
3.14E-20	0.176744694906875	0.232	0.149	1.03E-15	Basal Cells	ERC1
5.96E-24	0.176240754805073	0.191	0.109	1.96E-19	Basal Cells	BRD1
4.39E-32	0.17610814584549	0.193	0.103	1.44E-27	Basal Cells	SLF2
5.42E-27	0.176104947967753	0.205	0.12	1.78E-22	Basal Cells	WDR83OS
9.4E-25	0.176104577722923	0.268	0.18	3.09E-20	Basal Cells	EIF3G
1.07E-21	0.175687905006696	0.203	0.128	3.5E-17	Basal Cells	MFN2
5.68E-21	0.175682376739236	0.211	0.132	1.87E-16	Basal Cells	AKAP17A
1.15E-59	0.175625584877383	0.114	0.03	3.77E-55	Basal Cells	CCNB1IP1
3.75E-22	0.175594749731831	0.161	0.091	1.23E-17	Basal Cells	FZD6
1.14E-25	0.175334724693467	0.229	0.144	3.74E-21	Basal Cells	RXRA
4.07E-17	0.175273720160062	0.24	0.163	1.34E-12	Basal Cells	STAT2
4.87E-42	0.175210726157666	0.135	0.053	1.6E-37	Basal Cells	NXN
4.55E-25	0.174822079070109	0.166	0.09	1.5E-20	Basal Cells	PRPF39
5.62E-25	0.174536202250095	0.182	0.105	1.85E-20	Basal Cells	TCF12
6.22E-46	0.174432213284051	0.106	0.032	2.04E-41	Basal Cells	NEURL3
1.96E-34	0.174131549032293	0.431	0.307	6.44E-30	Basal Cells	CALR
3.85E-31	0.17411062834315	0.102	0.036	1.26E-26	Basal Cells	DDX11
3.78E-15	0.17402648742059	0.199	0.131	1.24E-10	Basal Cells	PFKL
6.91E-29	0.173913416349074	0.106	0.042	2.27E-24	Basal Cells	SCMH1
4.49E-26	0.173905307826008	0.141	0.073	1.47E-21	Basal Cells	PIKFYVE
1.19E-22	0.173835771138615	0.177	0.101	3.92E-18	Basal Cells	NMT1
5.87E-41	0.173777735426844	0.125	0.047	1.93E-36	Basal Cells	WDR36
1.99E-41	0.173722754933763	0.154	0.066	6.56E-37	Basal Cells	PITPNM3
5.85E-62	0.173707774061877	0.273	0.145	1.92E-57	Basal Cells	PPA1
1.63E-12	0.173588885960206	0.155	0.101	0.0000000535	Basal Cells	MTSS1L
1.81E-14	0.17353617935222	0.174	0.11	5.97E-10	Basal Cells	CPSF6
1.52E-24	0.173371815778917	0.175	0.099	5E-20	Basal Cells	ERAP1
2.27E-27	0.173364497658056	0.16	0.082	7.47E-23	Basal Cells	UBP1
5.47E-26	0.173178310991691	0.304	0.208	1.8E-21	Basal Cells	TBL1XR1
2.82E-22	0.173139388355643	0.101	0.044	9.27E-18	Basal Cells	PAK1IP1
8.57E-32	0.173055023454916	0.167	0.084	2.82E-27	Basal Cells	EIF2AK3
2.27E-23	0.173030284736041	0.115	0.055	7.46E-19	Basal Cells	MLH3
1.04E-27	0.172889472450787	0.237	0.145	3.43E-23	Basal Cells	SARS
5.88E-19	0.172775271175875	0.296	0.206	1.93E-14	Basal Cells	FUBP1
2.8E-43	0.172751406576911	0.238	0.132	9.19E-39	Basal Cells	HNRNPA0
7.78E-30	0.172509286665562	0.222	0.128	2.56E-25	Basal Cells	PTEN
1.29E-39	0.172249010312114	0.119	0.043	4.23E-35	Basal Cells	OTX2
6.87E-27	0.172159578230025	0.17	0.095	2.26E-22	Basal Cells	KIF13A
1.17E-23	0.172109398537409	0.118	0.056	3.84E-19	Basal Cells	ZFYVE9
6.28E-30	0.172070363684379	0.134	0.06	2.07E-25	Basal Cells	SMARCD1
4.36E-33	0.171945349861327	0.215	0.119	1.43E-28	Basal Cells	CDKN2AIP
2.81E-24	0.171504083794363	0.128	0.062	9.23E-20	Basal Cells	RRP15
7.46E-42	0.171473905592192	0.183	0.087	2.45E-37	Basal Cells	UBE4B
1.21E-15	0.171464484678416	0.177	0.112	3.99E-11	Basal Cells	STK25
4.15E-22	0.171344224472222	0.151	0.084	1.36E-17	Basal Cells	MBD6
3.36E-23	0.171338925189604	0.218	0.134	1.1E-18	Basal Cells	DHX29
2.6E-26	0.171304177771958	0.151	0.077	8.56E-22	Basal Cells	ARL5B
1.67E-35	0.17118550355463	0.295	0.188	5.48E-31	Basal Cells	HNRNPAB
9.91E-38	0.171091161291265	0.181	0.093	3.26E-33	Basal Cells	CPT1A
4.17E-15	0.170929006400105	0.165	0.104	1.37E-10	Basal Cells	MAML2
6.93E-25	0.170862582132971	0.128	0.06	2.28E-20	Basal Cells	EXT1
8.45E-18	0.170693818040891	0.331	0.239	2.78E-13	Basal Cells	LCOR
1.16E-25	0.170351234677227	0.182	0.101	3.82E-21	Basal Cells	GAA
2.71E-29	0.170286663731866	0.253	0.154	8.89E-25	Basal Cells	STT3B
1.69E-37	0.170274330201446	0.193	0.102	5.56E-33	Basal Cells	BCR
6.95E-27	0.170269406035742	0.208	0.121	2.28E-22	Basal Cells	DARS
3.39E-29	0.17003266908859	0.127	0.055	1.11E-24	Basal Cells	MPHOSPH6
1.12E-61	0.169962272377316	0.112	0.03	3.69E-57	Basal Cells	BCL2
1.62E-15	0.169928980451644	0.106	0.057	5.32E-11	Basal Cells	WBP4
1.72E-34	0.169744069650611	0.206	0.112	5.65E-30	Basal Cells	TMEM205
4.99E-16	0.169727775577909	0.188	0.124	1.64E-11	Basal Cells	FAM172A
6.72E-17	0.169613577838496	0.109	0.059	2.21E-12	Basal Cells	ACAD9
6.45E-27	0.169386298930237	0.127	0.058	2.12E-22	Basal Cells	PIP4K2B
7.45E-28	0.169347632699292	0.431	0.312	2.45E-23	Basal Cells	PRPF4B
6.36E-15	0.169220667716102	0.178	0.111	2.09E-10	Basal Cells	MAFF
1.74E-23	0.168700919282492	0.204	0.124	5.71E-19	Basal Cells	TSC1
2.76E-21	0.168651140206253	0.203	0.124	9.09E-17	Basal Cells	CCNT2
5.66E-22	0.168498459325365	0.179	0.103	1.86E-17	Basal Cells	PHF1
6.22E-24	0.168335981745395	0.145	0.076	2.04E-19	Basal Cells	DDX50
1.06E-22	0.168219856546253	0.175	0.1	3.48E-18	Basal Cells	PER1
4.01E-11	0.168136540335989	0.163	0.108	0.00000132	Basal Cells	DROSHA
8.15E-25	0.16805220658938	0.203	0.122	2.68E-20	Basal Cells	CYB5R3
1.99E-16	0.168012740371414	0.303	0.22	6.53E-12	Basal Cells	CTTN
3.14E-30	0.167717301644897	0.249	0.155	1.03E-25	Basal Cells	HDAC1
5.37E-51	0.167690084096691	0.147	0.058	1.76E-46	Basal Cells	CCM2
2.74E-46	0.167290396423119	0.183	0.084	9.02E-42	Basal Cells	URB1
2.28E-21	0.167141719299404	0.114	0.054	7.5E-17	Basal Cells	ITFG2
3.76E-23	0.167094143181046	0.268	0.182	1.24E-18	Basal Cells	DICER1
3.43E-47	0.167055772735929	0.403	0.276	1.13E-42	Basal Cells	UQCRB
1.89E-41	0.166870328766504	0.157	0.069	6.22E-37	Basal Cells	PDZD2
1.05E-27	0.166770216239266	0.177	0.096	3.45E-23	Basal Cells	RETREG3
6.99E-17	0.166768990854571	0.31	0.221	2.3E-12	Basal Cells	PSMC5
4.93E-38	0.166724439720908	0.204	0.105	1.62E-33	Basal Cells	KNOP1
1.3E-19	0.166588712522686	0.173	0.104	4.28E-15	Basal Cells	DNAJC13
1.27E-15	0.166579237662568	0.166	0.105	4.18E-11	Basal Cells	PPP6R2
2.18E-41	0.166545062540184	0.429	0.293	7.15E-37	Basal Cells	ATP5F1A
1.02E-30	0.166513974489227	0.284	0.181	3.36E-26	Basal Cells	H2AFZ
1.55E-32	0.166465442233258	0.19	0.103	5.09E-28	Basal Cells	WDR59
3.31E-28	0.16642694192832	0.194	0.107	1.09E-23	Basal Cells	DNM1L
1.33E-28	0.166326129528969	0.137	0.066	4.36E-24	Basal Cells	HGSNAT
4.75E-28	0.166316319244064	0.21	0.122	1.56E-23	Basal Cells	AFG3L2
6.33E-24	0.166160988387826	0.254	0.163	2.08E-19	Basal Cells	ZNF326
1.5E-13	0.166133830320741	0.211	0.149	0.00000000493	Basal Cells	SECISBP2
5.73E-27	0.166083498362613	0.186	0.102	1.88E-22	Basal Cells	SNHG12
3.73E-14	0.165451675117114	0.195	0.128	0.00000000122	Basal Cells	OPA1
5.38E-33	0.165310168655718	0.141	0.065	1.77E-28	Basal Cells	SIRT1
6.12E-24	0.165150214711408	0.142	0.075	2.01E-19	Basal Cells	SRF
1.27E-16	0.165056685227764	0.319	0.23	4.19E-12	Basal Cells	FOXA1
3.95E-23	0.164872575245451	0.195	0.118	1.3E-18	Basal Cells	BCL2L11
8.38E-30	0.164843011712636	0.15	0.073	2.75E-25	Basal Cells	CTNNBIP1
7.67E-35	0.164682354840985	0.325	0.21	2.52E-30	Basal Cells	STK24
1.25E-27	0.164666704289821	0.115	0.051	4.09E-23	Basal Cells	RIC3
2.45E-17	0.16455289987155	0.103	0.052	8.04E-13	Basal Cells	TSHZ1
2.3E-13	0.164538538933181	0.164	0.108	0.00000000756	Basal Cells	RBM19
7.71E-25	0.164450877546735	0.339	0.237	2.54E-20	Basal Cells	MAN1A2
1.36E-41	0.164407164233936	0.207	0.107	4.45E-37	Basal Cells	MYO10
0.00000000376	0.164318605447528	0.15	0.105	0.000123507513661917	Basal Cells	YTHDC2
3.18E-14	0.164118971265504	0.198	0.132	0.00000000105	Basal Cells	RPRD2
9.4E-23	0.164102629875402	0.128	0.061	3.09E-18	Basal Cells	PARP3
4.32E-23	0.163995976330677	0.465	0.35	1.42E-18	Basal Cells	ARGLU1
6.99E-15	0.163924593633157	0.102	0.053	2.3E-10	Basal Cells	ANKRD49
1.18E-93	0.16378496471379	0.122	0.025	3.89E-89	Basal Cells	NOTCH3
1.38E-18	0.163657616230343	0.131	0.07	4.54E-14	Basal Cells	SELENOO
1.28E-36	0.163556390689674	0.298	0.198	4.2E-32	Basal Cells	B4GALT1
1.29E-14	0.163243523287075	0.129	0.075	4.23E-10	Basal Cells	HIST1H2BG
8.1E-23	0.163085253585513	0.138	0.073	2.66E-18	Basal Cells	LEMD2
2.52E-25	0.163075106825543	0.19	0.115	8.29E-21	Basal Cells	FKBP3
3.65E-23	0.163052436373056	0.287	0.195	1.2E-18	Basal Cells	UQCRC1
1.89E-22	0.162962713296135	0.266	0.179	6.21E-18	Basal Cells	TBC1D9B
4.74E-23	0.162960173905304	0.167	0.097	1.56E-18	Basal Cells	SMARCD2
2.78E-10	0.162674073951055	0.255	0.189	0.00000914	Basal Cells	DBNL
3.49E-35	0.162623617235039	0.195	0.104	1.15E-30	Basal Cells	GPATCH2L
1.93E-17	0.162418231532208	0.156	0.09	6.34E-13	Basal Cells	RSBN1
6.84E-29	0.162203332771999	0.215	0.128	2.25E-24	Basal Cells	CREBRF
3.55E-26	0.162031401799723	0.171	0.095	1.17E-21	Basal Cells	ARID2
3.06E-38	0.161969900054228	0.267	0.157	1.01E-33	Basal Cells	ARID1A
2.82E-20	0.161662608130156	0.175	0.104	9.28E-16	Basal Cells	RLF
1.21E-22	0.161636132912777	0.116	0.056	3.97E-18	Basal Cells	RNF217
1.27E-22	0.161617256823189	0.309	0.214	4.18E-18	Basal Cells	KDM5A
1.39E-50	0.161558366901605	0.122	0.04	4.56E-46	Basal Cells	CMTM7
2.8E-16	0.161471961714385	0.248	0.174	9.19E-12	Basal Cells	SATB1
4.43E-19	0.161396401603665	0.405	0.302	1.46E-14	Basal Cells	SLTM
9.34E-55	0.161353219072436	0.226	0.111	3.07E-50	Basal Cells	HIF1A
1.29E-17	0.161247352759681	0.143	0.081	4.24E-13	Basal Cells	MCCC1
6.59E-25	0.161214147984008	0.105	0.045	2.17E-20	Basal Cells	PLEKHA4
1.69E-22	0.160842764987793	0.147	0.079	5.55E-18	Basal Cells	CNTLN
6.65E-27	0.160792858615826	0.18	0.1	2.18E-22	Basal Cells	FBXL3
1.62E-15	0.160713497919011	0.161	0.098	5.33E-11	Basal Cells	STAP2
5.66E-16	0.160510150558249	0.171	0.108	1.86E-11	Basal Cells	USP24
2.25E-16	0.160427862363905	0.16	0.096	7.41E-12	Basal Cells	TPCN1
6.68E-18	0.160386614517343	0.115	0.058	2.19E-13	Basal Cells	FKBP9
3.45E-24	0.159871885601949	0.154	0.082	1.14E-19	Basal Cells	CUL9
6.37E-20	0.15985283102927	0.189	0.116	2.09E-15	Basal Cells	IMP3
0.000000299	0.159832675454117	0.117	0.078	0.00983420812072497	Basal Cells	NR3C2
3.24E-24	0.159723391828349	0.329	0.231	1.07E-19	Basal Cells	PAFAH1B1
2.33E-23	0.159646158565242	0.288	0.198	7.67E-19	Basal Cells	ZFR
1.6E-29	0.159577604377913	0.316	0.212	5.27E-25	Basal Cells	KDM2A
4.98E-26	0.159411795390059	0.202	0.121	1.64E-21	Basal Cells	IGBP1
1.24E-16	0.159072360199469	0.156	0.092	4.08E-12	Basal Cells	FBXW7
1.97E-38	0.15901207731488	0.206	0.109	6.47E-34	Basal Cells	DOCK9
1.08E-13	0.158989969280769	0.114	0.063	0.00000000356	Basal Cells	EYA4
4.74E-22	0.15888401518164	0.218	0.143	1.56E-17	Basal Cells	MESD
6.72E-27	0.15887817141965	0.173	0.096	2.21E-22	Basal Cells	ACVR1B
1.29E-18	0.158832161241036	0.135	0.076	4.23E-14	Basal Cells	C2CD2
5.32E-22	0.158680078532614	0.145	0.078	1.75E-17	Basal Cells	CSRNP1
4.12E-19	0.158670440096467	0.186	0.115	1.35E-14	Basal Cells	EIF3J
3.29E-32	0.158358384498451	0.151	0.075	1.08E-27	Basal Cells	PARN
1.25E-33	0.158357001109153	0.154	0.073	4.11E-29	Basal Cells	EIF1AX
7.46E-16	0.1583220877661	0.199	0.138	2.45E-11	Basal Cells	VPS13B
2.09E-23	0.157986703840024	0.118	0.056	6.88E-19	Basal Cells	MTMR1
5.6E-19	0.157665683912955	0.159	0.094	1.84E-14	Basal Cells	KHNYN
4.97E-31	0.157662294773424	0.329	0.218	1.63E-26	Basal Cells	7-Sep
2.84E-18	0.157609814411891	0.186	0.113	9.34E-14	Basal Cells	SENP7
7.34E-23	0.157517301920334	0.295	0.203	2.41E-18	Basal Cells	DLG1
2.57E-36	0.157467860629951	0.275	0.168	8.43E-32	Basal Cells	CHMP3
8.14E-38	0.157055545588867	0.336	0.221	2.68E-33	Basal Cells	GLG1
8.64E-24	0.156935703030405	0.261	0.169	2.84E-19	Basal Cells	VEZF1
4.73E-19	0.15681505662395	0.144	0.082	1.56E-14	Basal Cells	SOX9
8.47E-23	0.156737285740811	0.236	0.154	2.78E-18	Basal Cells	RBBP7
4.72E-23	0.156669804765661	0.182	0.104	1.55E-18	Basal Cells	ME3
2.03E-37	0.15650709223751	0.296	0.186	6.68E-33	Basal Cells	MSL1
5.09E-32	0.156504567883316	0.29	0.183	1.67E-27	Basal Cells	IFITM3
1.04E-26	0.156264757745546	0.119	0.053	3.41E-22	Basal Cells	TYSND1
3.38E-31	0.156186316218876	0.108	0.041	1.11E-26	Basal Cells	ST7L
7.74E-18	0.155972234475667	0.135	0.08	2.54E-13	Basal Cells	NMRK1
3.23E-15	0.15585661330017	0.14	0.083	1.06E-10	Basal Cells	AGFG1
2.38E-24	0.155814480124347	0.212	0.131	7.81E-20	Basal Cells	MINDY2
2.39E-20	0.155693300248061	0.323	0.225	7.84E-16	Basal Cells	PPP4R1
1.53E-27	0.155644555518156	0.163	0.086	5.04E-23	Basal Cells	SOS2
1.94E-22	0.155600183614566	0.137	0.072	6.39E-18	Basal Cells	BCOR
0.00000000255	0.155511971382977	0.178	0.132	0.0000838	Basal Cells	EFEMP1
3.45E-17	0.155157601340243	0.127	0.07	1.14E-12	Basal Cells	LPCAT3
1.93E-21	0.15515264340468	0.106	0.05	6.35E-17	Basal Cells	AC013394.1
3.57E-10	0.155083869710843	0.109	0.07	0.0000117	Basal Cells	POLI
4.09E-32	0.154915937436606	0.137	0.061	1.35E-27	Basal Cells	ZNF654
2.81E-21	0.154828948093389	0.209	0.13	9.24E-17	Basal Cells	ZDHHC3
3.72E-13	0.154626066653843	0.178	0.124	0.0000000122	Basal Cells	ALAS1
4.11E-25	0.154560334601844	0.221	0.137	1.35E-20	Basal Cells	LRPPRC
2.32E-29	0.154408920513017	0.226	0.136	7.64E-25	Basal Cells	EIF3M
3.38E-10	0.154352076337684	0.132	0.087	0.0000111	Basal Cells	BRWD3
5.6E-19	0.154142525164255	0.248	0.168	1.84E-14	Basal Cells	PAWR
4.18E-11	0.154114576184725	0.159	0.107	0.00000137	Basal Cells	DMAP1
8.89E-23	0.154032832039114	0.13	0.065	2.92E-18	Basal Cells	NFRKB
8.5E-26	0.154011925730531	0.345	0.239	2.79E-21	Basal Cells	PRDX6
0.0000000234	0.153724117445131	0.145	0.101	0.000769979675033439	Basal Cells	KLHL9
4.4E-19	0.153706340156949	0.16	0.095	1.45E-14	Basal Cells	FAM193A
1.02E-41	0.153496701285108	0.121	0.043	3.34E-37	Basal Cells	ETHE1
5.25E-17	0.153461299556621	0.122	0.065	1.73E-12	Basal Cells	C16orf58
8.35E-16	0.153329765139264	0.19	0.121	2.75E-11	Basal Cells	FEM1B
5.8E-58	0.153287490875823	0.116	0.034	1.91E-53	Basal Cells	PHYHD1
7.15E-15	0.153101290387507	0.137	0.082	2.35E-10	Basal Cells	CHCHD7
1.09E-31	0.153028264981144	0.179	0.095	3.57E-27	Basal Cells	SPIN1
2.98E-48	0.153001209397571	0.179	0.084	9.79E-44	Basal Cells	FAM53C
1.05E-21	0.152875367692063	0.29	0.198	3.44E-17	Basal Cells	STK38
2.78E-11	0.152841062719802	0.107	0.062	0.000000915	Basal Cells	ZFP62
4.66E-16	0.152803539323103	0.107	0.058	1.53E-11	Basal Cells	ZNF316
2.17E-24	0.152795375966409	0.306	0.206	7.12E-20	Basal Cells	TRIM44
2.09E-18	0.152692629475306	0.153	0.091	6.87E-14	Basal Cells	BTBD6
2.16E-24	0.15258417060441	0.143	0.071	7.11E-20	Basal Cells	PIK3CB
1.03E-17	0.152555256741046	0.291	0.206	3.38E-13	Basal Cells	PRDM2
5.62E-24	0.15228659118763	0.131	0.064	1.85E-19	Basal Cells	PIEZO1
2.08E-12	0.152180375849786	0.14	0.091	0.0000000685	Basal Cells	KCTD3
1.01E-25	0.152163540134383	0.248	0.162	3.32E-21	Basal Cells	STARD7
2.32E-25	0.152105527591319	0.295	0.201	7.62E-21	Basal Cells	COL4A3BP
2.92E-25	0.152008653077945	0.115	0.053	9.59E-21	Basal Cells	TYW3
5.4E-20	0.151932969144219	0.252	0.169	1.77E-15	Basal Cells	METAP2
1.3E-15	0.151836856662133	0.154	0.095	4.27E-11	Basal Cells	PRPF40B
1.73E-22	0.151787166146058	0.186	0.11	5.68E-18	Basal Cells	WWP1
2.12E-44	0.151569302963691	0.131	0.048	6.98E-40	Basal Cells	KLK11
5.48E-52	0.151565043372567	0.597	0.429	1.8E-47	Basal Cells	HSPA5
6.12E-22	0.151499711752178	0.28	0.193	2.01E-17	Basal Cells	LARP7
1.21E-14	0.151477244253431	0.127	0.074	3.99E-10	Basal Cells	ACSF3
1.35E-14	0.151468108617689	0.14	0.084	4.45E-10	Basal Cells	PRPF19
3.85E-48	0.151134303521917	0.573	0.413	1.27E-43	Basal Cells	CANX
7.61E-28	0.151129653021481	0.101	0.042	2.5E-23	Basal Cells	BTBD2
2.03E-27	0.151101081327169	0.171	0.093	6.68E-23	Basal Cells	GANAB
1.27E-14	0.150865099467056	0.109	0.058	4.18E-10	Basal Cells	TRMT11
2.03E-16	0.150741235689575	0.18	0.115	6.67E-12	Basal Cells	CAMLG
7.57E-26	0.150600290735	0.297	0.198	2.49E-21	Basal Cells	PDXK
6.7E-22	0.150473577883887	0.122	0.061	2.2E-17	Basal Cells	GIT1
1.94E-12	0.150422702234475	0.162	0.105	0.0000000637	Basal Cells	ZHX1
3.17E-33	0.150338549521662	0.351	0.234	1.04E-28	Basal Cells	SCPEP1
1.62E-48	0.150244903502907	0.206	0.1	5.34E-44	Basal Cells	RPS17
6.36E-22	0.150229609445548	0.23	0.149	2.09E-17	Basal Cells	PPP4R2
3.21E-10	0.150012367902836	0.216	0.157	0.0000106	Basal Cells	CYFIP1
7.98E-23	0.14998065352207	0.198	0.122	2.62E-18	Basal Cells	FAM168B
7.68E-24	0.149915054675038	0.187	0.113	2.53E-19	Basal Cells	BRAF
3.49E-18	0.1499074751491	0.184	0.115	1.15E-13	Basal Cells	URI1
1.79E-11	0.149850028926558	0.109	0.065	0.00000059	Basal Cells	FRA10AC1
1.69E-15	0.14984811197953	0.113	0.062	5.55E-11	Basal Cells	EXOSC7
3.33E-27	0.149721656854343	0.272	0.18	1.09E-22	Basal Cells	RNF145
9.2E-19	0.149590625354747	0.161	0.097	3.02E-14	Basal Cells	TAF1
6.75E-22	0.149123468275993	0.279	0.193	2.22E-17	Basal Cells	USP7
2.99E-26	0.149100302503506	0.118	0.052	9.82E-22	Basal Cells	ZDHHC2
5.57E-15	0.149067998638834	0.152	0.094	1.83E-10	Basal Cells	SMIM15
6.91E-27	0.149063280957765	0.115	0.049	2.27E-22	Basal Cells	BOD1
4.59E-21	0.148938926653635	0.235	0.154	1.51E-16	Basal Cells	RABEP1
2.8E-15	0.148685932988916	0.14	0.083	9.19E-11	Basal Cells	SCD
6.64E-18	0.14850351690569	0.167	0.103	2.18E-13	Basal Cells	TMPO
6.28E-19	0.148452467842979	0.127	0.067	2.06E-14	Basal Cells	MTERF4
2.35E-21	0.148064550363828	0.14	0.075	7.71E-17	Basal Cells	ESD
4.6E-24	0.147954609721027	0.232	0.157	1.51E-19	Basal Cells	TOB2
1.03E-12	0.147911700070966	0.171	0.116	0.0000000338	Basal Cells	CPSF1
8.09E-35	0.147894366832292	0.467	0.338	2.66E-30	Basal Cells	IQGAP1
1.29E-19	0.147491326404225	0.163	0.096	4.23E-15	Basal Cells	CARS2
3.71E-17	0.147455237972852	0.14	0.081	1.22E-12	Basal Cells	ZXDC
1.68E-22	0.147383886385205	0.211	0.134	5.52E-18	Basal Cells	NUCB1
1.78E-14	0.147243488196972	0.165	0.107	5.85E-10	Basal Cells	ENC1
2.07E-31	0.147165255854183	0.109	0.043	6.81E-27	Basal Cells	ATP10D
2.79E-30	0.147079932101737	0.312	0.211	9.16E-26	Basal Cells	ATP5MC3
1.02E-29	0.147049989129206	0.259	0.162	3.37E-25	Basal Cells	GNL3
1.63E-25	0.147032298980421	0.151	0.083	5.35E-21	Basal Cells	PTAR1
2.2E-20	0.146992526645158	0.227	0.158	7.23E-16	Basal Cells	MAPKAP1
1.28E-37	0.1467764355653	0.226	0.127	4.22E-33	Basal Cells	ELK4
4.65E-18	0.146645480485405	0.151	0.088	1.53E-13	Basal Cells	CCDC137
5.17E-21	0.146619630275987	0.112	0.057	1.7E-16	Basal Cells	DGCR8
1.77E-24	0.146596510655713	0.106	0.046	5.8E-20	Basal Cells	R3HDM1
4.8E-10	0.146394736732156	0.158	0.108	0.0000158	Basal Cells	ACBD6
4.47E-19	0.146296550514607	0.205	0.13	1.47E-14	Basal Cells	N4BP1
1.1E-40	0.146157516553848	0.174	0.084	3.61E-36	Basal Cells	NEDD9
1.54E-33	0.14605611756772	0.125	0.053	5.07E-29	Basal Cells	SYNGR1
4.66E-24	0.145956326753897	0.22	0.136	1.53E-19	Basal Cells	FAM84A
3.37E-16	0.145858024925377	0.108	0.058	1.11E-11	Basal Cells	PTPRM
2.7E-11	0.145667582473432	0.226	0.163	0.000000889	Basal Cells	ZC3H6
9.96E-10	0.145575552600735	0.102	0.06	0.0000327	Basal Cells	EDRF1
2.32E-21	0.145502466968582	0.15	0.083	7.63E-17	Basal Cells	RAB34
4.8E-26	0.145433915081714	0.182	0.101	1.58E-21	Basal Cells	ARL4A
2.94E-20	0.145311125564173	0.322	0.227	9.68E-16	Basal Cells	PALLD
1.13E-29	0.145174526751283	0.106	0.043	3.72E-25	Basal Cells	CLIC4
1.54E-38	0.144712287698333	0.196	0.101	5.07E-34	Basal Cells	ZNF276
1.19E-48	0.144666186055053	0.135	0.051	3.9E-44	Basal Cells	RNF24
9.02E-16	0.144564062697537	0.216	0.146	2.97E-11	Basal Cells	UBXN6
8.62E-22	0.144532824988103	0.189	0.113	2.83E-17	Basal Cells	ZBED5
5.85E-57	0.144430683485565	0.19	0.083	1.92E-52	Basal Cells	ANPEP
1.14E-22	0.144400097500913	0.143	0.075	3.76E-18	Basal Cells	MFSD2A
1.03E-19	0.144360187353326	0.138	0.079	3.37E-15	Basal Cells	ATP9B
4.4E-14	0.144276769765767	0.13	0.076	0.00000000145	Basal Cells	MAP3K7
4.55E-56	0.144273171112545	0.101	0.027	1.5E-51	Basal Cells	LRP12
3.43E-31	0.144014263535385	0.323	0.218	1.13E-26	Basal Cells	KHDRBS1
1.15E-42	0.143993985231251	0.124	0.048	3.77E-38	Basal Cells	AFAP1
0.0000000489	0.143838599891435	0.165	0.122	0.00160754292327201	Basal Cells	DNAJC1
2.21E-27	0.143779499295931	0.125	0.058	7.25E-23	Basal Cells	TBC1D2
0.00000000109	0.14357113026426	0.349	0.279	0.000036	Basal Cells	EIF5B
6.57E-23	0.143491921856962	0.157	0.083	2.16E-18	Basal Cells	PODXL
7.85E-26	0.143455794606573	0.386	0.277	2.58E-21	Basal Cells	CHD2
1.94E-23	0.143362846716926	0.198	0.119	6.38E-19	Basal Cells	NME3
0.0000000136	0.143110623605662	0.183	0.134	0.000446223048537465	Basal Cells	DOPEY1
